U1,U2,T1,T2
55,67,60.189,60.546
55,67,60.405,60.405
55,67,60.755,61.446
55,67,60.991,61.46
55,67,61.166,61.118
55,67,61.456,61.853
55,67,61.596,61.36
35,43,61.691,60.751
35,43,61.549,61.238
35,43,61.379,61.285
35,43,61.318,62.061
35,43,61.098,61.338
35,43,60.937,61.191
35,43,60.707,60.481
35,43,60.435,59.555
35,43,60.213,59.168
35,43,60.258,60.854
35,43,60.208,61.287
35,43,59.98,60.187
35,67,59.922,60.628
35,67,59.755,60.355
35,67,59.657,60.616
35,67,59.461,59.982
35,67,59.371,60.271
35,67,59.214,59.91
35,67,59.168,60.437
35,67,59.083,60.469
35,67,58.912,59.784
35,67,58.863,60.18
35,67,58.754,59.957
35,67,58.655,59.83
35,67,58.716,60.927
35,67,58.638,60.627
35,67,58.457,59.595
35,67,58.326,59.181
35,67,58.418,60.561
35,67,58.45,61.079
35,67,58.513,61.689
35,67,58.409,60.844
35,67,58.275,59.986
35,67,58.195,59.755
35,67,58.189,60.123
35,67,58.216,60.628
35,43,58.18,60.496
35,43,58.321,61.468
35,43,58.345,61.297
35,43,58.322,60.827
60,63,58.299,60.502
60,63,58.798,60.804
60,63,59.463,62.537
60,63,59.933,62.547
60,63,60.218,61.375
60,63,60.536,60.978
60,63,60.924,61.407
60,63,61.198,61.021
60,63,61.542,61.43
60,63,61.772,61.018
60,63,61.982,60.706
60,63,62.346,61.761
60,63,62.562,61.551
60,63,62.709,60.987
60,63,62.986,61.667
60,63,63.319,62.695
60,63,63.604,63.199
60,63,63.654,61.909
60,63,63.798,61.771
60,63,63.857,61.103
80,87,63.902,60.57
80,87,64.332,60.511
80,87,64.981,62.36
80,87,65.469,62.725
80,87,65.769,61.809
80,87,66.172,62.12
80,87,66.454,61.621
80,87,66.812,62.007
80,87,67.157,62.358
80,87,67.456,62.428
80,87,67.705,62.256
80,87,68.113,63.468
80,63,68.409,63.665
80,63,68.623,63.044
80,63,68.768,62.217
80,63,69.026,62.573
80,63,69.541,64.896
80,63,69.88,65.422
80,63,70.193,65.751
80,63,70.306,64.641
80,63,70.343,63.372
80,63,70.481,63.292
80,63,70.862,65.15
80,63,71.148,65.889
80,87,71.225,64.963
80,87,71.438,65.698
80,87,71.573,65.713
80,87,71.726,65.938
80,87,71.923,66.494
80,87,72.01,66.155
80,87,72.171,66.523
80,87,72.222,66.036
80,87,72.361,66.393
80,87,72.453,66.352
80,87,72.504,66.07
80,87,72.734,67.254
60,87,72.827,67.14
60,87,72.51,66.929
60,87,72.405,68.22
60,87,72.232,68.511
60,87,71.965,67.902
60,87,71.903,68.905
60,87,71.796,69.196
60,87,71.757,69.85
60,87,71.625,69.555
60,87,71.573,69.896
60,87,71.424,69.353
60,87,71.374,69.674
60,63,71.529,71.409
60,63,71.514,71.066
60,63,71.457,70.516
60,63,71.322,69.524
60,63,71.396,70.385
60,63,71.352,70.096
60,63,71.27,69.592
60,63,71.341,70.38
60,63,71.295,70.044
60,63,71.402,70.966
60,63,71.332,70.286
60,63,71.206,69.375
60,63,71.257,70.047
60,63,71.176,69.523
60,63,71.256,70.349
60,63,71.221,70.06
60,63,71.29,70.647
60,63,71.261,70.33
60,63,71.264,70.342
60,63,71.155,69.505
60,63,71.162,69.775
60,63,71.114,69.534
60,63,71.036,69.124
60,63,70.97,68.902
60,63,70.844,68.263
60,63,70.864,68.878
60,63,70.869,69.181
60,63,70.969,70.111
60,63,70.882,69.359
60,63,70.736,68.374
60,63,70.587,67.605
60,63,70.648,68.618
60,63,70.671,69.029
60,63,70.569,68.37
60,63,70.554,68.534
60,63,70.464,68.074
60,63,70.35,67.528
60,63,70.266,67.329
60,63,70.415,68.933
60,63,70.49,69.511
60,63,70.436,68.961
60,63,70.315,68.051
60,63,70.172,67.215
60,63,70.137,67.404
60,63,70.187,68.151
60,63,70.196,68.369
60,63,70.332,69.484
60,63,70.526,70.738
80,87,70.465,69.737
80,87,70.559,67.575
80,87,70.814,67.41
80,87,71.239,68.729
80,87,71.557,69.02
80,87,71.932,69.815
80,87,72.048,68.592
80,87,72.134,67.614
80,87,72.43,68.593
80,87,72.688,69.117
80,87,72.811,68.589
80,87,72.906,68.092
60,63,72.978,67.631
60,63,72.915,68.97
60,63,72.837,69.715
60,63,72.623,69.145
60,63,72.571,69.877
60,63,72.46,69.885
60,63,72.292,69.395
60,63,72.257,69.992
60,63,72.103,69.466
60,63,71.934,68.92
60,63,71.757,68.409
60,63,71.67,68.655
60,87,71.784,70.298
60,87,71.747,70.588
60,87,71.731,70.916
60,87,71.561,69.962
60,87,71.48,69.907
60,87,71.487,70.504
60,87,71.381,70.037
60,87,71.165,68.837
60,87,71.009,68.382
60,87,71.141,70.19
60,87,71.325,71.843
60,87,71.44,72.518
60,63,71.331,71.317
60,63,71.258,70.462
60,63,71.159,69.655
60,63,71.114,69.479
60,63,71.325,71.283
60,63,71.416,71.677
60,63,71.447,71.529
60,63,71.341,70.412
60,63,71.169,69.11
60,63,71.248,70.067
60,63,71.333,70.787
