U1,U2,H1,H2,H3,H4
137.46,138.6,21.591,19.975,9.1505,7.2977
167.46,172.6,21.292,19.681,8.7809,7.0201
167.46,172.6,21.416,19.801,8.8962,7.1063
167.46,172.6,21.54,19.919,8.9977,7.1817
167.46,172.6,21.664,20.035,9.087,7.2479
167.46,172.6,21.785,20.149,9.1658,7.3059
167.46,172.6,21.903,20.258,9.2352,7.3568
167.46,172.6,22.017,20.364,9.2964,7.4015
137.46,138.6,22.127,20.464,9.3505,7.4407
137.46,138.6,21.796,20.143,8.9571,7.1456
167.46,172.6,21.454,19.816,8.6109,6.8869
167.46,172.6,21.542,19.907,8.7467,6.9897
167.46,172.6,21.637,20.002,8.8661,7.0796
167.46,172.6,21.736,20.098,8.9712,7.1584
137.46,138.6,21.837,20.195,9.0637,7.2274
137.46,138.6,21.503,19.873,8.7046,6.9586
167.46,172.6,21.161,19.549,8.389,6.7234
167.46,172.6,21.253,19.645,8.5519,6.8468
167.46,172.6,21.355,19.747,8.6949,6.9546
167.46,172.6,21.463,19.853,8.8206,7.0489
167.46,172.6,21.574,19.96,8.9311,7.1315
167.46,172.6,21.687,20.066,9.0284,7.2038
137.46,138.6,21.799,20.172,9.1141,7.2672
167.46,172.6,21.475,19.856,8.7489,6.9934
137.46,138.6,21.576,19.956,8.8681,7.0829
167.46,172.6,21.246,19.639,8.5326,6.8321
167.46,172.6,21.346,19.74,8.6779,6.9418
167.46,172.6,21.453,19.845,8.8057,7.0377
137.46,138.6,21.564,19.951,8.918,7.1216
167.46,172.6,21.24,19.639,8.5764,6.866
137.46,138.6,21.346,19.744,8.7165,6.9714
167.46,172.6,21.022,19.434,8.3994,6.7346
167.46,172.6,21.129,19.542,8.5611,6.8565
167.46,172.6,21.244,19.655,8.703,6.9631
167.46,172.6,21.364,19.77,8.8277,7.0564
167.46,172.6,21.486,19.886,8.9373,7.138
137.46,138.6,21.608,20,9.0339,7.2095
137.46,138.6,21.294,19.694,8.6783,6.9429
137.46,138.6,20.97,19.385,8.3659,6.7097
137.46,138.6,20.643,19.076,8.0921,6.5062
167.46,172.6,20.317,18.772,7.8526,6.329
167.46,172.6,20.432,18.894,8.0823,6.503
137.46,138.6,20.562,19.025,8.2832,6.6545
137.46,138.6,20.267,18.744,8.0197,6.4581
137.46,138.6,19.971,18.466,7.7894,6.2872
137.46,138.6,19.678,18.193,7.5885,6.1387
167.46,172.6,19.391,17.928,7.4135,6.0099
167.46,172.6,19.55,18.092,7.6994,6.2259
167.46,172.6,19.726,18.266,7.9485,6.4133
167.46,172.6,19.914,18.447,8.1662,6.5764
137.46,138.6,20.108,18.63,8.3566,6.7185
167.46,172.6,19.869,18.395,8.0839,6.5139
167.46,172.6,20.058,18.575,8.2846,6.664
167.46,172.6,20.251,18.757,8.4604,6.7949
137.46,138.6,20.444,18.936,8.6146,6.9093
167.46,172.6,20.2,18.695,8.31,6.6803
137.46,138.6,20.381,18.867,8.4827,6.8092
167.46,172.6,20.128,18.62,8.1943,6.593
167.46,172.6,20.303,18.788,8.3813,6.7329
167.46,172.6,20.482,18.958,8.5452,6.8551
137.46,138.6,20.661,19.126,8.689,6.9619
167.46,172.6,20.404,18.872,8.3753,6.7263
167.46,172.6,20.571,19.033,8.5399,6.8493
167.46,172.6,20.741,19.193,8.6844,6.9568
137.46,138.6,20.91,19.351,8.8113,7.0508
137.46,138.6,20.641,19.087,8.4827,6.804
167.46,172.6,20.361,18.818,8.1944,6.5885
167.46,172.6,20.512,18.967,8.3813,6.729
137.46,138.6,20.669,19.119,8.5452,6.8517
137.46,138.6,20.394,18.853,8.2492,6.6301
137.46,138.6,20.112,18.586,7.9899,6.4368
137.46,138.6,19.829,18.32,7.7634,6.2687
167.46,172.6,19.547,18.059,7.5658,6.1226
167.46,172.6,19.708,18.224,7.832,6.3237
137.46,138.6,19.884,18.398,8.0644,6.4984
137.46,138.6,19.633,18.158,7.8284,6.3222
167.46,172.6,19.38,17.919,7.6224,6.1691
167.46,172.6,19.565,18.103,7.8814,6.364
137.46,138.6,19.762,18.294,8.1075,6.5335
167.46,172.6,19.529,18.068,7.8661,6.3527
137.46,138.6,19.728,18.261,8.0941,6.5236
167.46,172.6,19.497,18.037,7.8543,6.3442
137.46,138.6,19.698,18.232,8.0838,6.5162
167.46,172.6,19.469,18.01,7.8454,6.3377
167.46,172.6,19.671,18.206,8.076,6.5106
167.46,172.6,19.88,18.405,8.2777,6.6611
137.46,138.6,20.091,18.602,8.4543,6.7924
167.46,172.6,19.864,18.378,8.1695,6.5783
137.46,138.6,20.064,18.568,8.3596,6.7202
167.46,172.6,19.829,18.339,8.0865,6.5153
137.46,138.6,20.023,18.525,8.2869,6.6653
167.46,172.6,19.784,18.294,8.0229,6.4675
137.46,138.6,19.975,18.478,8.2312,6.6236
137.46,138.6,19.734,18.246,7.9742,6.4312
137.46,138.6,19.488,18.013,7.7497,6.2637
137.46,138.6,19.241,17.781,7.5538,6.1183
137.46,138.6,18.996,17.554,7.3834,5.9923
137.46,138.6,18.756,17.333,7.2352,5.8831
167.46,172.6,18.524,17.12,7.1066,5.7888
167.46,172.6,18.737,17.335,7.4326,6.0344
137.46,138.6,18.967,17.559,7.716,6.2471
137.46,138.6,18.771,17.37,7.5245,6.1039
137.46,138.6,18.573,17.182,7.3579,5.9798
137.46,138.6,18.375,16.997,7.2131,5.8723
137.46,138.6,18.181,16.816,7.0874,5.7794
137.46,138.6,17.992,16.641,6.9786,5.6992
137.46,138.6,17.81,16.474,6.8843,5.63
167.46,172.6,17.636,16.315,6.8028,5.5704
167.46,172.6,17.908,16.583,7.1692,5.8457
167.46,172.6,18.195,16.858,7.4869,6.0837
167.46,172.6,18.491,17.137,7.7633,6.2899
167.46,172.6,18.787,17.413,8.0043,6.469
137.46,138.6,19.081,17.684,8.215,6.6249
167.46,172.6,18.933,17.529,7.96,6.4323
137.46,138.6,19.206,17.784,8.1762,6.5929
167.46,172.6,19.04,17.616,7.9261,6.4045
167.46,172.6,19.297,17.859,8.1466,6.5687
167.46,172.6,19.554,18.098,8.3395,6.7118
167.46,172.6,19.806,18.331,8.5085,6.8366
167.46,172.6,20.051,18.557,8.6568,6.9457
167.46,172.6,20.287,18.774,8.7871,7.0411
137.46,138.6,20.515,18.981,8.9016,7.1247
167.46,172.6,20.296,18.761,8.562,6.8686
167.46,172.6,20.497,18.949,8.7038,6.9737
167.46,172.6,20.693,19.132,8.8284,7.0656
167.46,172.6,20.883,19.308,8.938,7.1461
137.46,138.6,21.066,19.478,9.0345,7.2166
137.46,138.6,20.807,19.221,8.6789,6.9491
137.46,138.6,20.533,18.958,8.3664,6.7151
137.46,138.6,20.25,18.691,8.0925,6.511
167.46,172.6,19.965,18.424,7.853,6.3331
167.46,172.6,20.116,18.58,8.0826,6.5066
167.46,172.6,20.28,18.741,8.2835,6.6577
167.46,172.6,20.449,18.906,8.4594,6.7894
167.46,172.6,20.622,19.071,8.6137,6.9044
137.46,138.6,20.795,19.234,8.7492,7.005
137.46,138.6,20.531,18.976,8.4282,6.764
167.46,172.6,20.256,18.713,8.1466,6.5535
167.46,172.6,20.412,18.868,8.3395,6.6986
167.46,172.6,20.575,19.025,8.5085,6.8251
137.46,138.6,20.74,19.183,8.6568,6.9356
167.46,172.6,20.471,18.921,8.347,6.7034
167.46,172.6,20.628,19.075,8.5151,6.8293
167.46,172.6,20.789,19.228,8.6626,6.9393
137.46,138.6,20.951,19.381,8.7922,7.0355
167.46,172.6,20.675,19.112,8.4659,6.7906
167.46,172.6,20.826,19.258,8.6194,6.9055
167.46,172.6,20.978,19.403,8.7542,7.006
167.46,172.6,21.131,19.547,8.8727,7.0939
137.46,138.6,21.282,19.688,8.977,7.1708
167.46,172.6,20.994,19.406,8.6283,6.9091
137.46,138.6,21.13,19.538,8.7621,7.009
167.46,172.6,20.833,19.252,8.4394,6.7675
167.46,172.6,20.964,19.381,8.5962,6.8853
137.46,138.6,21.1,19.513,8.7338,6.9883
137.46,138.6,20.803,19.226,8.4146,6.7494
167.46,172.6,20.498,18.937,8.1348,6.5408
167.46,172.6,20.628,19.069,8.3291,6.6874
137.46,138.6,20.768,19.207,8.4994,6.8154
137.46,138.6,20.477,18.928,8.209,6.5984
167.46,172.6,20.182,18.649,7.9548,6.4092
167.46,172.6,20.323,18.793,8.1717,6.5728
167.46,172.6,20.475,18.942,8.3614,6.7154
137.46,138.6,20.634,19.095,8.5277,6.8398
137.46,138.6,20.36,18.83,8.2339,6.6197
137.46,138.6,20.08,18.563,7.9765,6.4278
137.46,138.6,19.798,18.299,7.7517,6.2608
167.46,172.6,19.519,18.039,7.5556,6.1158
137.46,138.6,19.681,18.205,7.8231,6.3177
167.46,172.6,19.423,17.961,7.6179,6.1652
137.46,138.6,19.603,18.141,7.8775,6.3606
167.46,172.6,19.359,17.909,7.6652,6.2025
137.46,138.6,19.551,18.098,7.9187,6.393
167.46,172.6,19.318,17.874,7.7013,6.2306
137.46,138.6,19.519,18.07,7.9502,6.4174
167.46,172.6,19.293,17.852,7.7287,6.2518
167.46,172.6,19.5,18.053,7.9741,6.4359
137.46,138.6,19.715,18.257,8.1885,6.596
167.46,172.6,19.497,18.043,7.9369,6.4072
167.46,172.6,19.707,18.245,8.156,6.5711
167.46,172.6,19.921,18.447,8.3477,6.7138
137.46,138.6,20.136,18.646,8.5157,6.8384
137.46,138.6,19.912,18.424,8.2233,6.6185
137.46,138.6,19.677,18.196,7.9673,6.4267
137.46,138.6,19.437,17.967,7.7436,6.2599
137.46,138.6,19.194,17.74,7.5486,6.115
137.46,138.6,18.954,17.516,7.3788,5.9894
137.46,138.6,18.718,17.299,7.2313,5.8806
137.46,138.6,18.489,17.089,7.1032,5.7866
137.46,138.6,18.268,16.888,6.9922,5.7054
167.46,172.6,18.058,16.696,6.8961,5.6354
137.46,138.6,18.295,16.934,7.25,5.9018
137.46,138.6,18.114,16.763,7.1195,5.8049
167.46,172.6,17.937,16.597,7.0063,5.7212
167.46,172.6,18.201,16.856,7.3455,5.976
137.46,138.6,18.478,17.121,7.6402,6.1965
167.46,172.6,18.326,16.969,7.4585,6.06
167.46,172.6,18.603,17.233,7.7386,6.2693
167.46,172.6,18.885,17.497,7.9828,6.4511
167.46,172.6,19.166,17.758,8.1961,6.6093
167.46,172.6,19.442,18.012,8.3828,6.7472
167.46,172.6,19.711,18.257,8.5465,6.8676
167.46,172.6,19.97,18.494,8.6902,6.9728
167.46,172.6,20.219,18.72,8.8164,7.0648
137.46,138.6,20.456,18.936,8.9275,7.1454
137.46,138.6,20.247,18.722,8.5848,6.8868
167.46,172.6,20.02,18.499,8.2838,6.6607
137.46,138.6,20.217,18.687,8.4597,6.792
167.46,172.6,19.978,18.455,8.1743,6.578
137.46,138.6,20.166,18.638,8.3637,6.7199
137.46,138.6,19.922,18.402,8.0901,6.5151
167.46,172.6,19.67,18.164,7.8509,6.3367
167.46,172.6,19.852,18.345,8.0808,6.5097
167.46,172.6,20.042,18.53,8.2819,6.6604
167.46,172.6,20.237,18.715,8.458,6.7918
167.46,172.6,20.431,18.898,8.6125,6.9065
167.46,172.6,20.624,19.078,8.7482,7.0068
167.46,172.6,20.812,19.253,8.8674,7.0946
137.46,138.6,20.994,19.421,8.9723,7.1715
167.46,172.6,20.735,19.165,8.6242,6.9096
137.46,138.6,20.898,19.32,8.7584,7.0096
137.46,138.6,20.623,19.054,8.4362,6.768
137.46,138.6,20.34,18.784,8.1537,6.557
137.46,138.6,20.052,18.514,7.9064,6.3732
167.46,172.6,19.765,18.247,7.6905,6.2134
137.46,138.6,19.918,18.405,7.9408,6.4025
167.46,172.6,19.649,18.153,7.7205,6.2388
167.46,172.6,19.818,18.323,7.967,6.4246
167.46,172.6,19.998,18.499,8.1823,6.5862
167.46,172.6,20.185,18.679,8.3707,6.7271
167.46,172.6,20.375,18.858,8.5359,6.85
167.46,172.6,20.564,19.035,8.6809,6.9574
137.46,138.6,20.751,19.207,8.8082,7.0513
137.46,138.6,20.498,18.957,8.48,6.8045
137.46,138.6,20.232,18.701,8.192,6.5889
167.46,172.6,19.96,18.443,7.9399,6.4009
167.46,172.6,20.123,18.605,8.1586,6.5656
167.46,172.6,20.294,18.772,8.35,6.7091
137.46,138.6,20.47,18.94,8.5178,6.8343
137.46,138.6,20.212,18.689,8.2251,6.6149
137.46,138.6,19.946,18.435,7.9689,6.4236
167.46,172.6,19.678,18.183,7.745,6.2572
167.46,172.6,19.846,18.352,7.9884,6.4405
167.46,172.6,20.026,18.528,8.201,6.6001
167.46,172.6,20.213,18.706,8.3871,6.7392
167.46,172.6,20.402,18.884,8.5503,6.8606
137.46,138.6,20.59,19.059,8.6935,6.9666
167.46,172.6,20.34,18.813,8.3792,6.7304
167.46,172.6,20.515,18.98,8.5434,6.8529
137.46,138.6,20.69,19.145,8.6874,6.96
167.46,172.6,20.429,18.89,8.3739,6.7246
167.46,172.6,20.594,19.049,8.5387,6.8479
137.46,138.6,20.762,19.207,8.6833,6.9555
167.46,172.6,20.493,18.945,8.3703,6.7207
167.46,172.6,20.651,19.098,8.5356,6.8445
137.46,138.6,20.812,19.252,8.6806,6.9526
167.46,172.6,20.537,18.985,8.3679,6.7181
167.46,172.6,20.691,19.134,8.5334,6.8422
167.46,172.6,20.847,19.284,8.6787,6.9506
167.46,172.6,21.005,19.432,8.8063,7.0454
137.46,138.6,21.161,19.578,8.9186,7.1284
137.46,138.6,20.878,19.302,8.5769,6.8719
167.46,172.6,20.585,19.021,8.277,6.6477
137.46,138.6,20.723,19.158,8.4537,6.7807
137.46,138.6,20.431,18.88,8.169,6.5681
167.46,172.6,20.136,18.602,7.9198,6.3829
137.46,138.6,20.278,18.747,8.141,6.5499
137.46,138.6,19.995,18.48,7.8954,6.367
167.46,172.6,19.712,18.215,7.6809,6.208
137.46,138.6,19.87,18.376,7.9324,6.3978
137.46,138.6,19.605,18.125,7.7132,6.2348
167.46,172.6,19.341,17.879,7.522,6.0932
167.46,172.6,19.518,18.058,7.7939,6.2981
167.46,172.6,19.709,18.244,8.0311,6.4762
137.46,138.6,19.908,18.435,8.2383,6.6311
167.46,172.6,19.676,18.208,7.9805,6.4377
137.46,138.6,19.873,18.397,8.1941,6.5977
137.46,138.6,19.639,18.169,7.9417,6.4086
167.46,172.6,19.399,17.941,7.7213,6.2441
137.46,138.6,19.594,18.132,7.9677,6.4292
137.46,138.6,19.362,17.909,7.744,6.262
167.46,172.6,19.128,17.688,7.5489,6.1169
137.46,138.6,19.33,17.888,7.8173,6.3187
137.46,138.6,19.108,17.675,7.6128,6.166
167.46,172.6,18.885,17.465,7.4347,6.0336
137.46,138.6,19.099,17.676,7.7178,6.2464
167.46,172.6,18.89,17.476,7.5261,6.1033
167.46,172.6,19.115,17.695,7.7974,6.3069
137.46,138.6,19.349,17.918,8.0341,6.4838
137.46,138.6,19.151,17.723,7.802,6.3095
137.46,138.6,18.946,17.526,7.5994,6.1581
167.46,172.6,18.738,17.329,7.423,6.0267
137.46,138.6,18.967,17.553,7.7077,6.2404
137.46,138.6,18.77,17.364,7.5173,6.0981
167.46,172.6,18.571,17.175,7.3516,5.9748
137.46,138.6,18.81,17.408,7.6455,6.1954
137.46,138.6,18.622,17.228,7.4631,6.0591
167.46,172.6,18.432,17.048,7.3045,5.9409
137.46,138.6,18.68,17.289,7.6045,6.1661
137.46,138.6,18.501,17.117,7.4275,6.0337
137.46,138.6,18.32,16.945,7.2735,5.9189
167.46,172.6,18.139,16.775,7.1399,5.8197
137.46,138.6,18.398,17.028,7.4615,6.0612
167.46,172.6,18.232,16.869,7.3031,5.9427
167.46,172.6,18.501,17.128,7.6033,6.1677
137.46,138.6,18.777,17.39,7.8647,6.3628
137.46,138.6,18.62,17.232,7.6541,6.2043
167.46,172.6,18.454,17.07,7.4706,6.0668
137.46,138.6,18.719,17.325,7.7491,6.2752
137.46,138.6,18.554,17.163,7.5534,6.1283
167.46,172.6,18.383,16.998,7.383,6.0009
137.46,138.6,18.645,17.252,7.6728,6.2181
137.46,138.6,18.478,17.09,7.4869,6.0787
167.46,172.6,18.307,16.926,7.3252,5.958
167.46,172.6,18.571,17.182,7.6225,6.1808
137.46,138.6,18.842,17.44,7.8815,6.3742
137.46,138.6,18.679,17.279,7.6688,6.2143
137.46,138.6,18.509,17.113,7.4834,6.0754
167.46,172.6,18.334,16.947,7.3221,5.9551
137.46,138.6,18.594,17.2,7.6198,6.1784
167.46,172.6,18.426,17.038,7.4408,6.0443
137.46,138.6,18.691,17.294,7.7231,6.2557
137.46,138.6,18.526,17.132,7.5307,6.1114
167.46,172.6,18.355,16.968,7.3633,5.9862
137.46,138.6,18.618,17.223,7.6557,6.2054
137.46,138.6,18.452,17.062,7.472,6.0677
167.46,172.6,18.282,16.9,7.3122,5.9484
137.46,138.6,18.546,17.157,7.6112,6.1726
167.46,172.6,18.383,16.999,7.4333,6.0393
137.46,138.6,18.651,17.257,7.7166,6.2513
167.46,172.6,18.489,17.099,7.5251,6.1076
167.46,172.6,18.758,17.356,7.7965,6.3106
137.46,138.6,19.03,17.613,8.0334,6.487
137.46,138.6,18.865,17.448,7.8013,6.3123
137.46,138.6,18.691,17.279,7.5988,6.1605
137.46,138.6,18.51,17.106,7.4225,6.0288
167.46,172.6,18.328,16.935,7.2692,5.9147
137.46,138.6,18.582,17.184,7.5739,6.1434
137.46,138.6,18.41,17.019,7.4008,6.014
167.46,172.6,18.236,16.855,7.2503,5.9019
137.46,138.6,18.497,17.11,7.5574,6.1323
137.46,138.6,18.333,16.951,7.3865,6.0044
137.46,138.6,18.165,16.792,7.2379,5.8936
137.46,138.6,17.997,16.635,7.109,5.7978
137.46,138.6,17.831,16.481,6.9972,5.7151
167.46,172.6,17.669,16.332,6.9005,5.6437
137.46,138.6,17.949,16.608,7.2538,5.909
167.46,172.6,17.806,16.471,7.1227,5.8111
167.46,172.6,18.099,16.754,7.4466,6.0537
167.46,172.6,18.4,17.039,7.7282,6.2639
137.46,138.6,18.702,17.322,7.9737,6.4464
137.46,138.6,18.566,17.181,7.7492,6.277
167.46,172.6,18.417,17.033,7.5534,6.1298
137.46,138.6,18.697,17.3,7.8213,6.3299
137.46,138.6,18.543,17.147,7.6162,6.1758
167.46,172.6,18.38,16.99,7.4377,6.0421
167.46,172.6,18.65,17.25,7.7204,6.2538
167.46,172.6,18.924,17.51,7.9669,6.4376
167.46,172.6,19.199,17.768,8.1822,6.5975
137.46,138.6,19.47,18.019,8.3707,6.7369
137.46,138.6,19.299,17.845,8.0963,6.5299
137.46,138.6,19.113,17.663,7.8562,6.3496
167.46,172.6,18.919,17.477,7.6467,6.1929
167.46,172.6,19.156,17.707,7.9026,6.3847
137.46,138.6,19.398,17.939,8.126,6.5515
167.46,172.6,19.206,17.75,7.8823,6.3684
137.46,138.6,19.441,17.975,8.1082,6.5373
137.46,138.6,19.242,17.782,7.8667,6.3561
167.46,172.6,19.035,17.584,7.6559,6.1985
137.46,138.6,19.261,17.805,7.9106,6.3895
167.46,172.6,19.057,17.609,7.6941,6.2276
167.46,172.6,19.285,17.831,7.944,6.4148
167.46,172.6,19.519,18.054,8.1622,6.5777
137.46,138.6,19.753,18.275,8.3531,6.7196
167.46,172.6,19.551,18.075,8.0809,6.5149
167.46,172.6,19.773,18.286,8.2819,6.6649
137.46,138.6,19.995,18.495,8.4581,6.7957
167.46,172.6,19.779,18.283,8.1728,6.5812
137.46,138.6,19.988,18.482,8.3624,6.7227
137.46,138.6,19.762,18.262,8.089,6.5175
137.46,138.6,19.527,18.037,7.8499,6.3388
167.46,172.6,19.288,17.813,7.6412,6.1835
137.46,138.6,19.485,18.009,7.8978,6.3766
137.46,138.6,19.256,17.792,7.683,6.2163
137.46,138.6,19.025,17.576,7.4958,6.0772
167.46,172.6,18.796,17.364,7.3329,5.9566
167.46,172.6,19.008,17.576,7.6292,6.1797
137.46,138.6,19.233,17.795,7.8873,6.3732
137.46,138.6,19.03,17.598,7.6739,6.2134
167.46,172.6,18.822,17.401,7.4878,6.0747
137.46,138.6,19.05,17.624,7.7641,6.282
137.46,138.6,18.851,17.433,7.5664,6.1342
137.46,138.6,18.65,17.242,7.3943,6.006
167.46,172.6,18.448,17.054,7.2447,5.895
167.46,172.6,18.687,17.289,7.5526,6.1263
137.46,138.6,18.937,17.53,7.8205,6.3269
137.46,138.6,18.757,17.354,7.6156,6.1732
167.46,172.6,18.571,17.176,7.4371,6.0398
167.46,172.6,18.82,17.417,7.7199,6.2518
137.46,138.6,19.076,17.66,7.9665,6.4359
167.46,172.6,18.899,17.485,7.7429,6.2678
137.46,138.6,19.15,17.724,7.9865,6.4498
167.46,172.6,18.967,17.544,7.7604,6.28
137.46,138.6,19.212,17.778,8.0018,6.4604
137.46,138.6,19.025,17.594,7.7737,6.2891
167.46,172.6,18.83,17.407,7.5748,6.1404
167.46,172.6,19.068,17.638,7.8399,6.3391
137.46,138.6,19.312,17.871,8.0712,6.5118
167.46,172.6,19.122,17.684,7.8344,6.3338
137.46,138.6,19.36,17.911,8.0664,6.5072
167.46,172.6,19.165,17.72,7.8302,6.3299
137.46,138.6,19.398,17.943,8.0627,6.5038
167.46,172.6,19.198,17.749,7.8269,6.3269
137.46,138.6,19.427,17.969,8.0599,6.5012
137.46,138.6,19.223,17.771,7.8245,6.3246
137.46,138.6,19.013,17.571,7.619,6.1712
137.46,138.6,18.801,17.371,7.4401,6.0381
137.46,138.6,18.589,17.174,7.2845,5.9228
167.46,172.6,18.381,16.982,7.1494,5.823
137.46,138.6,18.614,17.215,7.4697,6.064
167.46,172.6,18.426,17.037,7.3102,5.9452
137.46,138.6,18.675,17.28,7.6095,6.1698
137.46,138.6,18.497,17.109,7.4318,6.0369
137.46,138.6,18.317,16.938,7.2773,5.9217
137.46,138.6,18.137,16.77,7.1431,5.8221
137.46,138.6,17.96,16.605,7.0268,5.7361
137.46,138.6,17.788,16.447,6.9261,5.6618
137.46,138.6,17.622,16.294,6.8389,5.5978
167.46,172.6,17.463,16.149,6.7636,5.5426
167.46,172.6,17.748,16.43,7.1352,5.8218
167.46,172.6,18.049,16.718,7.4574,6.063
167.46,172.6,18.357,17.008,7.7376,6.2719
137.46,138.6,18.665,17.295,7.9819,6.4533
137.46,138.6,18.534,17.158,7.7564,6.283
137.46,138.6,18.389,17.013,7.5597,6.1351
137.46,138.6,18.237,16.864,7.3885,6.0068
167.46,172.6,18.079,16.714,7.2396,5.8957
167.46,172.6,18.357,16.983,7.5481,6.1269
167.46,172.6,18.642,17.254,7.8167,6.3274
167.46,172.6,18.929,17.524,8.0509,6.5016
167.46,172.6,19.213,17.787,8.2557,6.6533
167.46,172.6,19.491,18.044,8.4351,6.7856
137.46,138.6,19.761,18.291,8.5924,6.9011
167.46,172.6,19.585,18.111,8.2905,6.6732
167.46,172.6,19.828,18.338,8.4656,6.803
167.46,172.6,20.066,18.559,8.6191,6.9163
137.46,138.6,20.297,18.772,8.754,7.0154
167.46,172.6,20.084,18.559,8.4323,6.773
167.46,172.6,20.291,18.755,8.59,6.8901
167.46,172.6,20.495,18.947,8.7283,6.9925
137.46,138.6,20.695,19.132,8.85,7.0821
167.46,172.6,20.452,18.892,8.5167,6.8314
167.46,172.6,20.631,19.064,8.664,6.9411
167.46,172.6,20.809,19.232,8.7934,7.0371
167.46,172.6,20.983,19.395,8.9072,7.1211
167.46,172.6,21.153,19.553,9.0073,7.1947
137.46,138.6,21.317,19.705,9.0955,7.2593
137.46,138.6,21.038,19.433,8.7326,6.9865
167.46,172.6,20.747,19.153,8.4136,6.7478
167.46,172.6,20.884,19.29,8.5735,6.8681
137.46,138.6,21.026,19.428,8.7139,6.9732
137.46,138.6,20.733,19.147,8.3971,6.7362
167.46,172.6,20.434,18.865,8.1194,6.5293
167.46,172.6,20.569,19.002,8.3157,6.6774
137.46,138.6,20.713,19.145,8.4876,6.8067
137.46,138.6,20.426,18.871,8.1987,6.5908
167.46,172.6,20.135,18.597,7.9458,6.4026
167.46,172.6,20.28,18.744,8.1638,6.5671
167.46,172.6,20.436,18.898,8.3545,6.7103
167.46,172.6,20.598,19.054,8.5217,6.8354
137.46,138.6,20.763,19.21,8.6684,6.9446
167.46,172.6,20.492,18.947,8.3572,6.7112
137.46,138.6,20.649,19.099,8.524,6.8361
167.46,172.6,20.373,18.833,8.2306,6.6165
137.46,138.6,20.527,18.984,8.4131,6.7535
167.46,172.6,20.251,18.719,8.1334,6.5444
137.46,138.6,20.406,18.872,8.3279,6.6906
167.46,172.6,20.132,18.61,8.0588,6.4895
137.46,138.6,20.291,18.767,8.2626,6.6428
167.46,172.6,20.021,18.509,8.0017,6.4479
137.46,138.6,20.185,18.671,8.2127,6.6065
167.46,172.6,19.92,18.418,7.958,6.4163
167.46,172.6,20.089,18.584,8.1744,6.579
167.46,172.6,20.266,18.755,8.3639,6.7208
137.46,138.6,20.446,18.926,8.5299,6.8445
137.46,138.6,20.192,18.677,8.2357,6.6238
137.46,138.6,19.93,18.426,7.9782,6.4313
137.46,138.6,19.664,18.175,7.7531,6.2639
137.46,138.6,19.399,17.928,7.5568,6.1185
137.46,138.6,19.137,17.686,7.386,5.9924
137.46,138.6,18.883,17.452,7.2375,5.8832
137.46,138.6,18.637,17.227,7.1086,5.7888
137.46,138.6,18.401,17.013,6.9969,5.7073
137.46,138.6,18.177,16.809,6.9002,5.637
137.46,138.6,17.965,16.617,6.8165,5.5764
137.46,138.6,17.765,16.436,6.7442,5.5243
167.46,172.6,17.578,16.267,6.6818,5.4793
167.46,172.6,17.84,16.527,7.0645,5.7672
137.46,138.6,18.122,16.799,7.396,6.0158
167.46,172.6,17.979,16.656,7.2462,5.9035
167.46,172.6,18.268,16.932,7.5539,6.1336
167.46,172.6,18.563,17.209,7.8216,6.3332
167.46,172.6,18.859,17.484,8.0553,6.5067
167.46,172.6,19.151,17.752,8.2595,6.6577
167.46,172.6,19.436,18.013,8.4384,6.7895
167.46,172.6,19.712,18.263,8.5953,6.9045
167.46,172.6,19.977,18.504,8.733,7.0051
167.46,172.6,20.23,18.733,8.8541,7.0931
167.46,172.6,20.471,18.95,8.9606,7.1702
167.46,172.6,20.699,19.156,9.0544,7.2377
137.46,138.6,20.914,19.35,9.137,7.297
167.46,172.6,20.681,19.116,8.7691,7.0195
137.46,138.6,20.866,19.288,8.8858,7.1057
137.46,138.6,20.61,19.037,8.5481,6.8521
167.46,172.6,20.341,18.779,8.2517,6.6304
167.46,172.6,20.501,18.937,8.4316,6.7656
167.46,172.6,20.665,19.096,8.5893,6.8836
167.46,172.6,20.831,19.254,8.7278,6.9868
167.46,172.6,20.995,19.409,8.8495,7.0771
167.46,172.6,21.157,19.561,8.9565,7.1562
167.46,172.6,21.315,19.708,9.0508,7.2255
167.46,172.6,21.467,19.849,9.1338,7.2862
167.46,172.6,21.613,19.984,9.207,7.3395
167.46,172.6,21.753,20.112,9.2716,7.3863
137.46,138.6,21.886,20.235,9.3285,7.4274
137.46,138.6,21.577,19.933,8.9378,7.1339
137.46,138.6,21.255,19.624,8.5938,6.8767
167.46,172.6,20.925,19.313,8.2918,6.6519
137.46,138.6,21.03,19.423,8.4667,6.7844
167.46,172.6,20.708,19.12,8.1804,6.5713
167.46,172.6,20.822,19.239,8.3691,6.7141
167.46,172.6,20.946,19.363,8.5344,6.8386
167.46,172.6,21.077,19.491,8.6796,6.9475
167.46,172.6,21.211,19.619,8.8071,7.0427
167.46,172.6,21.346,19.747,8.9193,7.126
167.46,172.6,21.481,19.873,9.018,7.199
167.46,172.6,21.612,19.995,9.1049,7.263
167.46,172.6,21.741,20.114,9.1815,7.3192
137.46,138.6,21.865,20.228,9.2491,7.3685
167.46,172.6,21.549,19.92,8.8678,7.0822
167.46,172.6,21.657,20.024,8.9727,7.1606
